"Hero","Vs","Games","W","L","Win %","Elo Shift"
"Kunkka","Silencer","87","48","39","0.5517241379310345","1.3905459109250864"
"Axe","Gyrocopter","58","32","26","0.5517241379310345","1.089552957593332"
"Faceless Void","Mars","223","123","100","0.5515695067264574","2.2946494287520585"
"Dragon Knight","Grimstroke","136","75","61","0.5514705882352942","2.5857614739208277"
"Nyx Assassin","Tusk","136","75","61","0.5514705882352942","2.5306853461956944"
"Ember Spirit","Mars","457","252","205","0.5514223194748359","3.5051113988851164"
"Treant Protector","Keeper of the Light","107","59","48","0.5514018691588785","4.16863659305769"
"Shadow Demon","Timbersaw","185","102","83","0.5513513513513514","4.163711879107732"
"Disruptor","Puck","263","145","118","0.5513307984790875","3.6724225289837378"
"Viper","Storm Spirit","78","43","35","0.5512820512820513","5.798165530820315"
"Bloodseeker","Phoenix","78","43","35","0.5512820512820513","4.71582610325325"
"Invoker","Sven","78","43","35","0.5512820512820513","2.872154642440466"
"Primal Beast","Troll Warlord","78","43","35","0.5512820512820513","2.2714197971289694"
"Terrorblade","Rubick","283","156","127","0.5512367491166078","3.536103712773747"
"Mars","Jakiro","205","113","92","0.551219512195122","1.7153050544687543"
"Storm Spirit","Abaddon","127","70","57","0.5511811023622047","3.563257308138519"
"Ursa","Snapfire","196","108","88","0.5510204081632653","5.24263906116504"
"Doom","Kunkka","147","81","66","0.5510204081632653","3.988653867568556"
"Puck","Snapfire","294","162","132","0.5510204081632653","3.277077470303102"
"Hoodwink","Grimstroke","196","108","88","0.5510204081632653","1.774559146000909"
"Lycan","Shadow Demon","98","54","44","0.5510204081632653","1.4733254279654238"
"Magnus","Ember Spirit","196","108","88","0.5510204081632653","1.30541629094757"
"Storm Spirit","Phoenix","265","146","119","0.5509433962264151","1.2719893944900553"
"Primal Beast","Jakiro","118","65","53","0.5508474576271186","4.039884538797367"
"Dragon Knight","Slardar","118","65","53","0.5508474576271186","2.718187252844144"
"Dark Seer","Snapfire","118","65","53","0.5508474576271186","2.2737779254077912"
"Beastmaster","Marci","187","103","84","0.5508021390374331","2.607450910039315"
"Bloodseeker","Crystal Maiden","69","38","31","0.5507246376811594","6.496974022583822"
"Pugna","Ursa","69","38","31","0.5507246376811594","4.542787034077604"
"Bloodseeker","Dragon Knight","69","38","31","0.5507246376811594","4.146098376303519"
"Naga Siren","Earthshaker","69","38","31","0.5507246376811594","3.567757709217338"
"Ember Spirit","Undying","276","152","124","0.5507246376811594","3.537801216251813"
"Queen of Pain","Bloodseeker","69","38","31","0.5507246376811594","3.513904784369778"
"Vengeful Spirit","Techies","69","38","31","0.5507246376811594","3.360231851662914"
"Doom","Warlock","69","38","31","0.5507246376811594","3.0150619343638403"
"Pugna","Juggernaut","69","38","31","0.5507246376811594","2.7274106205550943"
"Pugna","Tidehunter","89","49","40","0.550561797752809","3.950152994431374"
"Chen","Monkey King","89","49","40","0.550561797752809","0.013019505144178161"
"Slardar","Enchantress","109","60","49","0.5504587155963303","4.652394290797902"
"Bristleback","Centaur Warrunner","109","60","49","0.5504587155963303","2.746572956475229"
"Shadow Shaman","Keeper of the Light","109","60","49","0.5504587155963303","-0.06389256199685364"
"Clockwerk","Snapfire","387","213","174","0.5503875968992248","3.639625323238903"
"Techies","Undying","129","71","58","0.5503875968992248","1.6899773259345554"
"Templar Assassin","Void Spirit","149","82","67","0.5503355704697986","1.8118442291242778"
"Crystal Maiden","Hoodwink","189","104","85","0.5502645502645502","3.6992860936307936"
"Mirana","Enchantress","309","170","139","0.5501618122977346","1.8157541788442144"
"Sven","Chaos Knight","80","44","36","0.55","4.958633146343071"
"Lifestealer","Treant Protector","60","33","27","0.55","4.814196314646801"
"Clockwerk","Void Spirit","200","110","90","0.55","3.860881336584485"
"Puck","Leshrac","160","88","72","0.55","3.6039636326088225"
"Razor","Medusa","80","44","36","0.55","3.5986129214634603"
"Winter Wyvern","Tiny","200","110","90","0.55","3.056040568677899"
"Faceless Void","Kunkka","80","44","36","0.55","2.9918732663941743"
"Centaur Warrunner","Skywrath Mage","60","33","27","0.55","2.576143156460015"
"Techies","Bloodseeker","80","44","36","0.55","2.543831989836888"
"Medusa","Windranger","120","66","54","0.55","2.4125446280349787"
"Io","Invoker","100","55","45","0.55","2.3604068527617477"
"Gyrocopter","Io","60","33","27","0.55","2.3104857750489334"
"Bane","Underlord","60","33","27","0.55","2.2871706120499615"
"Disruptor","Timbersaw","160","88","72","0.55","1.9154646854937565"
"Razor","Tusk","140","77","63","0.55","1.8925192452520785"
"Brewmaster","Void Spirit","80","44","36","0.55","1.5174968595835212"
"Night Stalker","Rubick","80","44","36","0.55","0.816077563186302"
"Underlord","Primal Beast","60","33","27","0.55","0.7114905251229194"
"Slardar","Luna","60","33","27","0.55","0.6418129807587931"
"Keeper of the Light","Silencer","100","55","45","0.55","0.05270142265898807"
"Shadow Fiend","Slardar","60","33","27","0.55","-0.035816662849555043"
"Sniper","Batrider","80","44","36","0.55","-0.45192042520173986"
"Keeper of the Light","Mars","211","116","95","0.5497630331753555","2.7465351288405264"
"Shadow Demon","Muerta","151","83","68","0.5496688741721855","4.9242045676216915"
"Templar Assassin","Lion","151","83","68","0.5496688741721855","2.356812909732193"
"Bane","Tiny","302","166","136","0.5496688741721855","0.6320184943847854"
"Invoker","Lion","131","72","59","0.549618320610687","2.999361910112392"
"Pangolier","Marci","242","133","109","0.5495867768595041","4.178646976452358"
"Visage","Snapfire","111","61","50","0.5495495495495496","1.6238711799372085"
"Winter Wyvern","Ember Spirit","91","50","41","0.5494505494505495","3.8715950710027602"
"Pangolier","Oracle","91","50","41","0.5494505494505495","2.498825862820906"
"Medusa","Void Spirit","142","78","64","0.5492957746478874","4.638258294831662"
"Centaur Warrunner","Rubick","213","117","96","0.5492957746478874","3.8561009901707037"
"Juggernaut","Dragon Knight","71","39","32","0.5492957746478874","2.8363394144177034"
"Bloodseeker","Dawnbreaker","71","39","32","0.5492957746478874","2.639872927923346"
"Mirana","Brewmaster","71","39","32","0.5492957746478874","2.5422300999133975"
"Primal Beast","Skywrath Mage","71","39","32","0.5492957746478874","2.141215336971316"
"Void Spirit","Slark","71","39","32","0.5492957746478874","1.5196981782666423"
"Marci","Ember Spirit","213","117","96","0.5492957746478874","1.4457523993617616"
"Clockwerk","Chaos Knight","122","67","55","0.5491803278688525","3.7209857917342912"
"Dark Willow","Dawnbreaker","122","67","55","0.5491803278688525","3.3879029408000827"
"Keeper of the Light","Windranger","122","67","55","0.5491803278688525","2.66648877532088"
"Invoker","Dragon Knight","122","67","55","0.5491803278688525","2.03704130152943"
"Razor","Dawnbreaker","122","67","55","0.5491803278688525","1.1369210716069078"
"Puck","Tidehunter","173","95","78","0.5491329479768786","3.2685272432428194"
"Snapfire","Jakiro","224","123","101","0.5491071428571429","3.982230473069242"
"Monkey King","Hoodwink","275","151","124","0.5490909090909091","2.137924491568542"
"Earth Spirit","Jakiro","51","28","23","0.5490196078431373","4.831133414392081"
"Venomancer","Undying","51","28","23","0.5490196078431373","4.647157673412149"
"Snapfire","Phantom Lancer","51","28","23","0.5490196078431373","4.169722954422443"
"Lina","Night Stalker","51","28","23","0.5490196078431373","3.493973965920985"
"Tusk","Silencer","153","84","69","0.5490196078431373","3.461761752593106"
"Hoodwink","Anti-Mage","51","28","23","0.5490196078431373","2.9995715888634744"
"Enchantress","Legion Commander","51","28","23","0.5490196078431373","2.7850341973254533"
"Tiny","Zeus","255","140","115","0.5490196078431373","2.688900965244351"
"Spirit Breaker","Timbersaw","102","56","46","0.5490196078431373","2.596698737672113"
"Medusa","Spirit Breaker","102","56","46","0.5490196078431373","2.090865243049747"
"Brewmaster","Rubick","153","84","69","0.5490196078431373","1.5731776646360764"
"Windranger","Dawnbreaker","51","28","23","0.5490196078431373","-1.6360382143274226"
"Batrider","Snapfire","286","157","129","0.548951048951049","2.968657185851044"
"Enchantress","Ember Spirit","297","163","134","0.5488215488215489","1.3576018032159063"
"Puck","Ogre Magi","82","45","37","0.5487804878048781","4.402741562252575"
"Luna","Jakiro","82","45","37","0.5487804878048781","4.051166885454254"
"Zeus","Crystal Maiden","82","45","37","0.5487804878048781","1.8538531101502191"
"Puck","Skywrath Mage","164","90","74","0.5487804878048781","1.625147531561046"
"Kunkka","Marci","82","45","37","0.5487804878048781","1.4884659041531532"
"Lion","Dark Seer","82","45","37","0.5487804878048781","1.1138567035669251"
"Vengeful Spirit","Hoodwink","82","45","37","0.5487804878048781","0.8067164771289594"
"Shadow Fiend","Centaur Warrunner","82","45","37","0.5487804878048781","0.5218926733113705"
"Medusa","Kunkka","113","62","51","0.5486725663716814","3.752782128669215"
"Faceless Void","Medusa","113","62","51","0.5486725663716814","2.2302447212726593"
"Enchantress","Death Prophet","175","96","79","0.5485714285714286","3.727001169694292"
"Templar Assassin","Invoker","175","96","79","0.5485714285714286","2.4638764420272836"
"Skywrath Mage","Ember Spirit","206","113","93","0.5485436893203883","2.7777373227534383"
"Death Prophet","Crystal Maiden","93","51","42","0.5483870967741935","4.2995515203140355"
"Outworld Devourer","Disruptor","62","34","28","0.5483870967741935","4.228530271028471"
"Earthshaker","Queen of Pain","93","51","42","0.5483870967741935","3.775278453467863"
"Terrorblade","Invoker","124","68","56","0.5483870967741935","3.306877793491732"
"Juggernaut","Ember Spirit","124","68","56","0.5483870967741935","3.277032986129079"
"Monkey King","Mars","341","187","154","0.5483870967741935","2.9809348734288705"
"Primal Beast","Snapfire","186","102","84","0.5483870967741935","2.6128484466951334"
"Snapfire","Chaos Knight","124","68","56","0.5483870967741935","2.601835320034017"
"Grimstroke","Ogre Magi","62","34","28","0.5483870967741935","2.468408882887827"
"Io","Faceless Void","62","34","28","0.5483870967741935","2.4531758786874653"
"Jakiro","Disruptor","186","102","84","0.5483870967741935","2.3303965065165304"
"Bristleback","Phoenix","155","85","70","0.5483870967741935","2.085059518572631"
"Chen","Primal Beast","124","68","56","0.5483870967741935","0.9187321533662647"
"Keeper of the Light","Queen of Pain","124","68","56","0.5483870967741935","0.8570570162554687"
"Tusk","Bounty Hunter","62","34","28","0.5483870967741935","0.5037720003584529"
"Monkey King","Snapfire","301","165","136","0.5481727574750831","2.575492160839653"
"Broodmother","Rubick","135","74","61","0.5481481481481482","2.4909859153735505"
"Invoker","Dark Seer","73","40","33","0.547945205479452","6.597175960330312"
"Void Spirit","Earth Spirit","73","40","33","0.547945205479452","4.020450797782399"
"Bane","Monkey King","219","120","99","0.547945205479452","4.01490246443891"
"Oracle","Dark Seer","73","40","33","0.547945205479452","3.641139904079872"
"Earth Spirit","Sand King","73","40","33","0.547945205479452","3.0228276163475583"
"Weaver","Undying","73","40","33","0.547945205479452","2.072374538450503"
"Shadow Demon","Shadow Fiend","115","63","52","0.5478260869565217","6.682924138715772"
"Shadow Demon","Windranger","115","63","52","0.5478260869565217","3.3443903206370753"
"Tiny","Spirit Breaker","115","63","52","0.5478260869565217","2.638900143010226"
"Tidehunter","Terrorblade","157","86","71","0.5477707006369427","2.0904196329975218"
"Disruptor","Rubick","409","224","185","0.5476772616136919","3.24873393334661"
"Winter Wyvern","Phoenix","84","46","38","0.5476190476190477","4.734623318017127"
"Winter Wyvern","Rubick","84","46","38","0.5476190476190477","4.525797386515584"
"Jakiro","Sven","126","69","57","0.5476190476190477","3.910586921924098"
"Marci","Troll Warlord","84","46","38","0.5476190476190477","2.633597460112589"
"Elder Titan","Disruptor","84","46","38","0.5476190476190477","2.1212061150458217"
"Snapfire","Dark Willow","168","92","76","0.5476190476190477","2.101638584850412"
"Weaver","Windranger","84","46","38","0.5476190476190477","1.862696881045498"
"Doom","Dark Seer","126","69","57","0.5476190476190477","1.405540895983478"
"Weaver","Queen of Pain","179","98","81","0.547486033519553","4.809104277435989"
"Leshrac","Clockwerk","137","75","62","0.5474452554744526","1.5147845710886603"
"Shadow Fiend","Phoenix","137","75","62","0.5474452554744526","1.4334711772824267"
"Tiny","Jakiro","327","179","148","0.5474006116207951","3.2461176543608303"
"Beastmaster","Abaddon","148","81","67","0.5472972972972973","2.678439957300057"
"Beastmaster","Oracle","53","29","24","0.5471698113207547","6.510881852839525"
"Clinkz","Puck","53","29","24","0.5471698113207547","4.893381611639866"
"Dark Willow","Bloodseeker","53","29","24","0.5471698113207547","4.616657749665445"
"Warlock","Tiny","265","145","120","0.5471698113207547","4.4892151722368245"
"Morphling","Sven","106","58","48","0.5471698113207547","3.675732769296231"
"Ember Spirit","Elder Titan","106","58","48","0.5471698113207547","2.7172826977089675"
"Visage","Keeper of the Light","53","29","24","0.5471698113207547","2.624499796947547"
"Spectre","Tusk","53","29","24","0.5471698113207547","2.1575785958729026"
"Legion Commander","Spirit Breaker","53","29","24","0.5471698113207547","1.3740826694907817"
"Keeper of the Light","Axe","53","29","24","0.5471698113207547","1.1498669141150184"
"Enigma","Enchantress","117","64","53","0.5470085470085471","3.9335260488508"
"Windranger","Terrorblade","117","64","53","0.5470085470085471","2.7578222971153705"
"Monkey King","Alchemist","117","64","53","0.5470085470085471","0.5580684617787076"
"Batrider","Death Prophet","181","99","82","0.5469613259668509","0.525559483794218"
"Leshrac","Pangolier","245","134","111","0.5469387755102041","2.524600523988137"
"Bloodseeker","Snapfire","128","70","58","0.546875","5.389729619527916"
"Night Stalker","Enchantress","64","35","29","0.546875","4.471843235892159"
"Phantom Assassin","Snapfire","64","35","29","0.546875","3.9655239579654546"
"Zeus","Lina","64","35","29","0.546875","3.7807717425146894"
"Broodmother","Ember Spirit","128","70","58","0.546875","3.5399745997299332"
"Chaos Knight","Batrider","64","35","29","0.546875","3.0913045901871854"
"Oracle","Tiny","64","35","29","0.546875","2.812132798100313"
"Mirana","Void Spirit","128","70","58","0.546875","2.493264241967821"
"Gyrocopter","Timbersaw","192","105","87","0.546875","2.4561158832633665"
"Faceless Void","Storm Spirit","128","70","58","0.546875","2.2451943227657014"
"Bristleback","Lina","64","35","29","0.546875","1.5620255201619284"
"Dragon Knight","Chaos Knight","128","70","58","0.546875","1.4367340426827129"
"Storm Spirit","Bloodseeker","128","70","58","0.546875","1.2488547684288702"
"Viper","Lina","64","35","29","0.546875","-0.0832045610731516"
"Batrider","Void Spirit","214","117","97","0.5467289719626168","2.9889068338418614"
"Sven","Rubick","214","117","97","0.5467289719626168","2.3550356695016728"
"Underlord","Shadow Shaman","75","41","34","0.5466666666666666","5.979861654048743"
